Temps,Ecart,I moteur,Mesure,vitesse,accélération,position,U moteur,Consigne,Sortie Reg.,S. Action P.
3.000,0.000,-20.996,0.000,0.000,2.703,92.815,0.445,0.000,0.000,0.000
3.010,0.000,5.371,0.000,0.132,0.000,92.815,-0.629,0.000,0.000,0.000
3.020,-0.132,-25.879,-0.132,0.000,0.000,92.815,0.401,0.000,-1.000,-0.132
3.030,0.000,2.441,-0.132,-0.528,-10.813,92.811,-0.315,0.000,0.000,0.000
3.040,0.528,-2.930,-0.924,-0.396,-10.813,92.805,-0.445,0.000,4.000,0.528
3.050,0.396,-22.949,0.660,0.396,10.813,92.810,0.358,0.000,3.000,0.396
3.060,-0.396,-21.484,-0.132,-0.132,5.407,92.809,-0.065,0.000,-3.000,-0.396
3.070,0.132,20.996,0.000,-0.132,-5.407,92.808,-0.423,0.000,1.000,0.132
3.080,0.132,-4.395,-0.132,0.132,-2.703,92.808,0.195,0.000,1.000,0.132
3.090,-0.132,-16.113,0.000,0.000,18.923,92.808,0.033,0.000,-1.000,-0.132
3.100,0.000,23.438,0.000,0.000,-8.110,92.808,-0.564,0.000,0.000,0.000
3.110,0.000,-8.301,0.000,0.000,-2.703,92.808,0.184,0.000,0.000,0.000
3.120,0.000,-18.066,-0.132,0.000,5.407,92.807,0.467,0.000,0.000,0.000
3.130,0.000,-11.230,0.132,0.000,-2.703,92.808,0.141,0.000,0.000,0.000
3.140,0.000,28.320,0.000,0.000,0.000,92.808,-0.532,0.000,0.000,0.000
3.150,0.000,14.160,0.000,0.000,0.000,92.808,-0.239,0.000,0.000,0.000
3.160,0.000,-30.273,0.000,0.000,0.000,92.808,0.336,0.000,0.000,0.000
3.170,0.000,17.090,0.000,0.000,0.000,92.808,-0.521,0.000,0.000,0.000
3.180,0.000,4.395,-0.132,-0.132,-2.703,92.807,-0.206,0.000,0.000,0.000
3.190,0.132,4.883,-0.396,-0.264,-5.407,92.804,-0.532,0.000,1.000,0.132
3.200,0.264,73.242,0.660,1.188,24.330,92.813,-0.575,0.000,2.000,0.264
3.210,-1.188,-19.531,0.264,-0.132,0.000,92.813,0.152,0.000,-9.000,-1.188
3.220,0.132,-6.836,-0.396,0.000,2.703,92.811,-0.054,0.000,1.000,0.132
3.230,0.000,18.555,0.132,0.000,-27.033,92.812,-0.499,0.000,0.000,0.000
3.240,0.000,-7.324,0.000,0.000,32.439,92.812,0.195,0.000,0.000,0.000
3.250,0.000,-22.461,-0.132,0.000,-27.033,92.811,0.228,0.000,0.000,0.000
3.260,0.000,21.484,0.000,0.132,5.407,92.812,-0.098,0.000,0.000,0.000
3.270,-0.132,-10.742,-0.132,0.000,0.000,92.811,0.184,0.000,-1.000,-0.132
3.280,0.000,-15.137,0.000,0.000,0.000,92.811,0.401,0.000,0.000,0.000
3.290,0.000,-17.090,0.000,0.000,-2.703,92.811,-0.087,0.000,0.000,0.000
3.300,0.000,21.484,0.000,0.000,2.703,92.811,-0.521,0.000,0.000,0.000
3.310,0.000,-0.488,0.000,0.000,-2.703,92.811,0.358,0.000,0.000,0.000
3.320,0.000,-8.301,0.000,0.132,2.703,92.812,0.054,0.000,0.000,0.000
3.330,-0.132,-6.348,-0.132,0.000,0.000,92.811,-0.195,0.000,-1.000,-0.132
3.340,0.000,0.977,-0.396,-0.792,-16.220,92.806,-0.618,0.000,0.000,0.000
3.350,0.792,26.855,-0.132,0.924,16.220,92.809,0.944,0.000,6.000,0.792
3.360,-0.924,15.625,0.924,0.264,8.110,92.815,-0.543,0.000,-7.000,-0.924
3.370,-0.264,11.230,-0.132,-0.264,8.110,92.813,-0.098,0.000,-2.000,-0.264
3.380,0.264,-16.113,-0.132,0.000,-35.143,92.813,0.445,0.000,2.000,0.264
3.390,0.000,6.348,0.132,0.000,29.736,92.813,-0.510,0.000,0.000,0.000
3.400,0.000,-20.996,0.000,-0.132,-10.813,92.813,0.336,0.000,0.000,0.000
3.410,0.132,-10.254,0.000,0.000,-10.813,92.813,-0.076,0.000,1.000,0.132
3.420,0.000,26.367,0.132,0.000,5.407,92.813,-0.564,0.000,0.000,0.000
3.430,0.000,5.859,0.000,-0.132,0.000,92.813,-0.163,0.000,0.000,0.000
3.440,0.132,-18.066,0.000,0.132,0.000,92.813,0.380,0.000,1.000,0.132
3.450,-0.132,-5.371,0.000,0.000,2.703,92.813,-0.141,0.000,-1.000,-0.132
3.460,0.000,29.785,-0.132,0.000,2.703,92.813,-0.477,0.000,0.000,0.000
3.470,0.000,-25.879,0.132,-0.132,-8.110,92.813,0.293,0.000,0.000,0.000
3.480,0.132,26.367,0.000,0.132,8.110,92.813,-0.510,0.000,1.000,0.132
3.490,-0.132,-6.348,0.000,0.528,8.110,92.816,0.445,0.000,-1.000,-0.132
3.500,-0.528,-1.953,0.396,-0.528,-8.110,92.815,0.054,0.000,-4.000,-0.528
3.510,0.528,12.695,-1.320,-0.792,-21.626,92.805,-0.553,0.000,4.000,0.528
3.520,0.792,7.324,-0.132,0.132,-2.703,92.805,-0.195,0.000,6.000,0.792
3.530,-0.132,-20.508,0.132,0.000,18.923,92.806,0.488,0.000,-1.000,-0.132
3.540,0.000,6.348,0.000,0.000,-5.407,92.806,-0.195,0.000,0.000,0.000
3.550,0.000,25.879,0.000,0.000,-8.110,92.806,-0.564,0.000,0.000,0.000
3.560,0.000,-8.789,-0.132,0.000,18.923,92.805,0.271,0.000,0.000,0.000
3.570,0.000,-4.395,0.132,0.000,-2.703,92.806,0.315,0.000,0.000,0.000
3.580,0.000,-0.977,0.000,0.000,0.000,92.806,-0.033,0.000,0.000,0.000
3.590,0.000,18.066,0.000,-0.132,-2.703,92.805,-0.456,0.000,0.000,0.000
3.600,0.132,-7.813,0.000,0.000,0.000,92.805,0.250,0.000,1.000,0.132
3.610,0.000,-14.648,0.132,0.000,0.000,92.806,0.315,0.000,0.000,0.000
3.620,0.000,-5.859,-0.132,0.000,2.703,92.805,0.326,0.000,0.000,0.000
3.630,0.000,22.949,0.132,0.000,-2.703,92.806,-0.499,0.000,0.000,0.000
3.640,0.000,-24.902,-0.132,0.000,2.703,92.805,0.347,0.000,0.000,0.000
3.650,0.000,6.836,0.000,-0.396,-8.110,92.803,-0.358,0.000,0.000,0.000
3.660,0.396,1.465,-0.396,0.132,2.703,92.802,-0.434,0.000,3.000,0.396
3.670,-0.132,-29.297,1.188,0.528,10.813,92.810,0.456,0.000,-1.000,-0.132
3.680,-0.528,-0.977,0.000,-0.132,5.407,92.809,-0.467,0.000,-4.000,-0.528
3.690,0.132,21.973,-0.264,0.000,-10.813,92.808,-0.521,0.000,1.000,0.132
3.700,0.000,-19.531,0.000,0.000,0.000,92.808,0.423,0.000,0.000,0.000
3.710,0.000,1.953,0.000,0.000,10.813,92.808,-0.195,0.000,0.000,0.000
3.720,0.000,29.785,0.000,0.000,-13.516,92.808,-0.282,0.000,0.000,0.000
3.730,0.000,-13.672,0.132,0.000,2.703,92.809,0.206,0.000,0.000,0.000
3.740,0.000,-22.949,-0.132,0.000,0.000,92.808,0.098,0.000,0.000,0.000
3.750,0.000,24.414,0.000,0.132,2.703,92.809,-0.499,0.000,0.000,0.000
3.760,-0.132,-15.137,-0.132,0.000,0.000,92.808,0.326,0.000,-1.000,-0.132
3.770,0.000,4.395,0.000,0.132,2.703,92.809,-0.065,0.000,0.000,0.000
3.780,-0.132,19.043,0.000,-0.132,-5.407,92.808,-0.564,0.000,-1.000,-0.132
3.790,0.132,-11.719,0.000,0.132,5.407,92.809,0.217,0.000,1.000,0.132
3.800,-0.132,-13.184,0.264,0.264,0.000,92.811,0.434,0.000,-1.000,-0.132
3.810,-0.264,-6.836,-0.264,-0.792,-10.813,92.806,-0.326,0.000,-2.000,-0.264
3.820,0.792,-6.348,-0.660,-0.132,-10.813,92.802,0.260,0.000,6.000,0.792
3.830,0.132,-18.066,0.264,0.000,0.000,92.804,-0.076,0.000,1.000,0.132
3.840,0.000,17.090,0.000,0.000,18.923,92.804,-0.532,0.000,0.000,0.000
3.850,0.000,-1.465,-0.132,0.000,-18.923,92.803,0.347,0.000,0.000,0.000
3.860,0.000,8.301,0.132,0.000,13.516,92.804,-0.293,0.000,0.000,0.000
3.870,0.000,18.066,-0.132,0.000,2.703,92.803,-0.033,0.000,0.000,0.000
3.880,0.000,-18.066,0.000,0.000,0.000,92.803,0.401,0.000,0.000,0.000
3.890,0.000,4.395,0.132,0.000,0.000,92.804,-0.206,0.000,0.000,0.000
3.900,0.000,11.230,0.000,0.000,0.000,92.804,-0.532,0.000,0.000,0.000
3.910,0.000,7.813,-0.132,0.132,2.703,92.804,0.119,0.000,0.000,0.000
