;;;;;;Nacelle NC10...
;;;;;;- Tableau des résultats -
 n° point;Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);
3461;   14,127434;    1,949000;   14,127434;    0,946000;
3462;   14,131524;    2,008000;   14,131524;    1,005000;
3463;   14,135643;    2,067000;   14,135643;    1,063000;
3464;   14,139722;    2,125000;   14,139722;    1,121000;
3465;   14,143821;    2,183000;   14,143821;    1,178000;
3466;   14,147926;    2,241000;   14,147926;    1,243000;
3467;   14,152030;    2,298000;   14,152030;    1,313000;
3468;   14,156144;    2,356000;   14,156144;    1,383000;
3469;   14,160226;    2,412000;   14,160226;    1,449000;
3470;   14,164305;    2,468000;   14,164305;    1,504000;
3471;   14,168410;    2,524000;   14,168410;    1,558000;
3472;   14,172512;    2,579000;   14,172512;    1,603000;
3473;   14,176620;    2,634000;   14,176620;    1,642000;
3474;   14,180693;    2,688000;   14,180693;    1,661000;
3475;   14,184803;    2,743000;   14,184803;    1,666000;
3476;   14,188876;    2,796000;   14,188876;    1,654000;
3477;   14,193012;    2,849000;   14,193012;    1,633000;
3478;   14,197098;    2,902000;   14,197098;    1,609000;
3479;   14,201173;    2,954000;   14,201173;    1,592000;
3480;   14,205278;    3,006000;   14,205278;    1,585000;
3481;   14,209356;    3,057000;   14,209356;    1,587000;
3482;   14,213460;    3,107000;   14,213460;    1,604000;
3483;   14,217565;    3,158000;   14,217565;    1,629000;
3484;   14,221663;    3,207000;   14,221663;    1,662000;
3485;   14,225748;    3,256000;   14,225748;    1,697000;
3486;   14,229852;    3,305000;   14,229852;    1,740000;
3487;   14,234013;    3,354000;   14,234013;    1,782000;
3488;   14,238042;    3,400000;   14,238042;    1,824000;
3489;   14,242146;    3,447000;   14,242146;    1,859000;
3490;   14,246227;    3,493000;   14,246227;    1,893000;
3491;   14,250333;    3,539000;   14,250333;    1,923000;
3492;   14,254449;    3,585000;   14,254449;    1,946000;
3493;   14,258512;    3,629000;   14,258512;    1,967000;
3494;   14,262615;    3,673000;   14,262615;    1,989000;
3495;   14,266699;    3,716000;   14,266699;    2,013000;
3496;   14,270796;    3,759000;   14,270796;    2,031000;
3497;   14,274927;    3,801000;   14,274927;    2,050000;
3498;   14,279013;    3,843000;   14,279013;    2,076000;
3499;   14,283095;    3,883000;   14,283095;    2,116000;
3500;   14,287198;    3,924000;   14,287198;    2,161000;
3501;   14,291312;    3,963000;   14,291312;    2,204000;
3502;   14,295380;    4,002000;   14,295380;    2,240000;
3503;   14,299490;    4,040000;   14,299490;    2,270000;
3504;   14,303566;    4,078000;   14,303566;    2,298000;
3505;   14,307672;    4,115000;   14,307672;    2,323000;
3506;   14,311773;    4,151000;   14,311773;    2,340000;
3507;   14,315875;    4,187000;   14,315875;    2,349000;
3508;   14,320011;    4,222000;   14,320011;    2,364000;
3509;   14,324042;    4,255000;   14,324042;    2,386000;
3510;   14,328147;    4,289000;   14,328147;    2,414000;
3511;   14,332251;    4,322000;   14,332251;    2,438000;
3512;   14,336327;    4,353000;   14,336327;    2,462000;
3513;   14,340436;    4,385000;   14,340436;    2,487000;
3514;   14,344534;    4,415000;   14,344534;    2,518000;
3515;   14,348646;    4,445000;   14,348646;    2,553000;
3516;   14,352721;    4,474000;   14,352721;    2,583000;
3517;   14,356836;    4,503000;   14,356836;    2,606000;
3518;   14,360925;    4,530000;   14,360925;    2,633000;
3519;   14,365014;    4,557000;   14,365014;    2,666000;
3520;   14,369140;    4,583000;   14,369140;    2,702000;
3521;   14,373209;    4,609000;   14,373209;    2,732000;
3522;   14,377304;    4,633000;   14,377304;    2,760000;
3523;   14,381382;    4,657000;   14,381382;    2,783000;
3524;   14,385517;    4,680000;   14,385517;    2,798000;
3525;   14,389590;    4,702000;   14,389590;    2,806000;
3526;   14,393668;    4,724000;   14,393668;    2,812000;
3527;   14,397767;    4,744000;   14,397767;    2,819000;
3528;   14,401877;    4,764000;   14,401877;    2,823000;
3529;   14,406011;    4,784000;   14,406011;    2,824000;
3530;   14,410066;    4,802000;   14,410066;    2,821000;
3531;   14,414168;    4,819000;   14,414168;    2,818000;
3532;   14,418250;    4,836000;   14,418250;    2,819000;
3533;   14,422351;    4,852000;   14,422351;    2,823000;
3534;   14,426457;    4,867000;   14,426457;    2,828000;
3535;   14,430536;    4,881000;   14,430536;    2,849000;
3536;   14,434640;    4,895000;   14,434640;    2,885000;
3537;   14,438749;    4,908000;   14,438749;    2,934000;
3538;   14,442818;    4,920000;   14,442818;    2,983000;
3539;   14,446968;    4,931000;   14,446968;    3,031000;
3540;   14,451013;    4,941000;   14,451013;    3,072000;
3541;   14,455140;    4,950000;   14,455140;    3,107000;
3542;   14,459195;    4,959000;   14,459195;    3,132000;
3543;   14,463331;    4,967000;   14,463331;    3,147000;
3544;   14,467409;    4,974000;   14,467409;    3,150000;
3545;   14,471489;    4,980000;   14,471489;    3,140000;
3546;   14,475584;    4,985000;   14,475584;    3,120000;
3547;   14,479703;    4,990000;   14,479703;    3,090000;
3548;   14,483779;    4,994000;   14,483779;    3,062000;
3549;   14,487876;    4,996000;   14,487876;    3,037000;
3550;   14,492009;    4,998000;   14,492009;    3,025000;
3551;   14,496069;    5,000000;   14,496069;    3,024000;
3552;   14,500172;    5,000000;   14,500172;    3,038000;
3553;   14,504274;    5,000000;   14,504274;    3,057000;
3554;   14,508351;    4,998000;   14,508351;    3,076000;
3555;   14,512463;    4,996000;   14,512463;    3,091000;
3556;   14,516534;    4,993000;   14,516534;    3,100000;
3557;   14,520641;    4,989000;   14,520641;    3,103000;
3558;   14,524746;    4,985000;   14,524746;    3,101000;
3559;   14,528847;    4,979000;   14,528847;    3,098000;
3560;   14,533010;    4,973000;   14,533010;    3,094000;
3561;   14,537039;    4,966000;   14,537039;    3,090000;
3562;   14,541142;    4,958000;   14,541142;    3,083000;
3563;   14,545219;    4,950000;   14,545219;    3,075000;
3564;   14,549326;    4,940000;   14,549326;    3,065000;
3565;   14,553429;    4,930000;   14,553429;    3,057000;
3566;   14,557531;    4,919000;   14,557531;    3,052000;
3567;   14,561611;    4,907000;   14,561611;    3,056000;
3568;   14,565716;    4,894000;   14,565716;    3,065000;
3569;   14,569792;    4,880000;   14,569792;    3,078000;
3570;   14,573903;    4,866000;   14,573903;    3,090000;
3571;   14,578010;    4,851000;   14,578010;    3,097000;
3572;   14,582092;    4,835000;   14,582092;    3,097000;
3573;   14,586167;    4,818000;   14,586167;    3,090000;
3574;   14,590274;    4,800000;   14,590274;    3,082000;
3575;   14,594379;    4,782000;   14,594379;    3,072000;
3576;   14,598495;    4,763000;   14,598495;    3,067000;
3577;   14,602564;    4,743000;   14,602564;    3,052000;
3578;   14,606662;    4,722000;   14,606662;    3,026000;
3579;   14,610769;    4,700000;   14,610769;    2,990000;
3580;   14,614847;    4,678000;   14,614847;    2,955000;
3581;   14,619010;    4,655000;   14,619010;    2,920000;
3582;   14,623041;    4,631000;   14,623041;    2,895000;
3583;   14,627142;    4,606000;   14,627142;    2,882000;
3584;   14,631217;    4,581000;   14,631217;    2,882000;
3585;   14,635400;    4,554000;   14,635400;    2,895000;
3586;   14,639496;    4,527000;   14,639496;    2,916000;
3587;   14,643604;    4,500000;   14,643604;    2,933000;
3588;   14,647599;    4,472000;   14,647599;    2,939000;
3589;   14,651725;    4,443000;   14,651725;    2,937000;
3590;   14,655818;    4,413000;   14,655818;    2,925000;
3591;   14,659873;    4,382000;   14,659873;    2,909000;
3592;   14,664008;    4,351000;   14,664008;    2,889000;
3593;   14,668066;    4,319000;   14,668066;    2,872000;
3594;   14,672167;    4,286000;   14,672167;    2,843000;
3595;   14,676272;    4,253000;   14,676272;    2,804000;
3596;   14,680383;    4,218000;   14,680383;    2,757000;
3597;   14,682368;    4,202000;   14,682368;    2,715000;
3598;   14,685354;    4,176000;   14,685354;    2,680000;
3599;   14,688531;    4,148000;   14,688531;    2,660000;
3600;   14,692638;    4,112000;   14,692638;    2,646000;
3601;   14,696788;    4,075000;   14,696788;    2,637000;
3602;   14,700906;    4,037000;   14,700906;    2,632000;
3603;   14,705011;    3,998000;   14,705011;    2,634000;
3604;   14,709057;    3,960000;   14,709057;    2,639000;
3605;   14,713127;    3,920000;   14,713127;    2,631000;
3606;   14,717198;    3,880000;   14,717198;    2,611000;
3607;   14,721299;    3,840000;   14,721299;    2,576000;
3608;   14,725400;    3,798000;   14,725400;    2,542000;
3609;   14,729484;    3,756000;   14,729484;    2,505000;
3610;   14,733585;    3,713000;   14,733585;    2,469000;
3611;   14,737689;    3,670000;   14,737689;    2,429000;
3612;   14,741792;    3,626000;   14,741792;    2,395000;
3613;   14,745872;    3,581000;   14,745872;    2,370000;
3614;   14,750008;    3,535000;   14,750008;    2,358000;
3615;   14,754062;    3,490000;   14,754062;    2,346000;
3616;   14,758187;    3,443000;   14,758187;    2,329000;
3617;   14,762245;    3,397000;   14,762245;    2,310000;
3618;   14,766349;    3,349000;   14,766349;    2,293000;
3619;   14,770456;    3,301000;   14,770456;    2,270000;
3620;   14,774558;    3,253000;   14,774558;    2,238000;
3621;   14,778637;    3,204000;   14,778637;    2,204000;
3622;   14,782738;    3,154000;   14,782738;    2,172000;
3623;   14,786841;    3,104000;   14,786841;    2,135000;
3624;   14,790919;    3,053000;   14,790919;    2,096000;
3625;   14,795034;    3,002000;   14,795034;    2,059000;
3626;   14,799117;    2,950000;   14,799117;    2,032000;
3627;   14,803224;    2,898000;   14,803224;    2,010000;
3628;   14,807324;    2,845000;   14,807324;    1,995000;
3629;   14,811398;    2,792000;   14,811398;    1,984000;
3630;   14,815506;    2,738000;   14,815506;    1,982000;
3631;   14,819609;    2,684000;   14,819609;    1,979000;
3632;   14,823712;    2,630000;   14,823712;    1,975000;
3633;   14,827791;    2,575000;   14,827791;    1,971000;
3634;   14,831902;    2,519000;   14,831902;    1,963000;
3635;   14,836006;    2,464000;   14,836006;    1,953000;
3636;   14,840090;    2,408000;   14,840090;    1,940000;
3637;   14,844190;    2,351000;   14,844190;    1,926000;
3638;   14,848282;    2,294000;   14,848282;    1,908000;
3639;   14,852376;    2,237000;   14,852376;    1,889000;
3640;   14,856468;    2,179000;   14,856468;    1,871000;
3641;   14,860560;    2,121000;   14,860560;    1,848000;
3642;   14,864657;    2,062000;   14,864657;    1,823000;
3643;   14,868769;    2,003000;   14,868769;    1,796000;
3644;   14,872845;    1,945000;   14,872845;    1,773000;
3645;   14,877006;    1,884000;   14,877006;    1,747000;
3646;   14,881033;    1,826000;   14,881033;    1,721000;
3647;   14,885141;    1,765000;   14,885141;    1,694000;
3648;   14,889241;    1,705000;   14,889241;    1,657000;
3649;   14,893320;    1,645000;   14,893320;    1,609000;
3650;   14,897428;    1,583000;   14,897428;    1,555000;
3651;   14,901511;    1,522000;   14,901511;    1,494000;
3652;   14,905610;    1,461000;   14,905610;    1,429000;
3653;   14,909708;    1,399000;   14,909708;    1,365000;
3654;   14,913790;    1,338000;   14,913790;    1,298000;
3655;   14,917897;    1,275000;   14,917897;    1,224000;
3656;   14,922002;    1,213000;   14,922002;    1,152000;
3657;   14,926086;    1,151000;   14,926086;    1,078000;
3658;   14,930193;    1,088000;   14,930193;    1,004000;
3659;   14,934296;    1,025000;   14,934296;    0,936000;
3660;   14,938369;    0,962000;   14,938369;    0,868000;
3661;   14,942480;    0,899000;   14,942480;    0,801000;
3662;   14,946587;    0,835000;   14,946587;    0,737000;
3663;   14,950663;    0,772000;   14,950663;    0,672000;
3664;   14,954778;    0,708000;   14,954778;    0,604000;
3665;   14,958870;    0,644000;   14,958870;    0,539000;
3666;   14,963019;    0,580000;   14,963019;    0,484000;
3667;   14,967067;    0,516000;   14,967067;    0,425000;
3668;   14,971138;    0,453000;   14,971138;    0,367000;
3669;   14,975241;    0,389000;   14,975241;    0,307000;
3670;   14,979345;    0,324000;   14,979345;    0,245000;
3671;   14,983429;    0,260000;   14,983429;    0,178000;
3672;   14,987532;    0,196000;   14,987532;    0,110000;
3673;   14,991632;    0,131000;   14,991632;    0,033000;
3674;   14,995720;    0,067000;   14,995720;   -0,055000;
3675;   14,999819;    0,003000;   14,999819;   -0,150000;
3676;   15,003921;   -0,062000;   15,003921;   -0,251000;
3677;   15,008002;   -0,126000;   15,008002;   -0,359000;
3678;   15,012111;   -0,190000;   15,012111;   -0,468000;
3679;   15,016192;   -0,254000;   15,016192;   -0,565000;
3680;   15,020293;   -0,319000;   15,020293;   -0,651000;
3681;   15,024399;   -0,383000;   15,024399;   -0,716000;
3682;   15,028474;   -0,447000;   15,028474;   -0,777000;
3683;   15,032581;   -0,511000;   15,032581;   -0,832000;
3684;   15,036683;   -0,575000;   15,036683;   -0,883000;
3685;   15,040765;   -0,639000;   15,040765;   -0,926000;
3686;   15,044863;   -0,702000;   15,044863;   -0,967000;
3687;   15,049004;   -0,767000;   15,049004;   -1,001000;
3688;   15,053057;   -0,830000;   15,053057;   -1,040000;
3689;   15,057184;   -0,893000;   15,057184;   -1,086000;
3690;   15,061241;   -0,956000;   15,061241;   -1,138000;
3691;   15,065346;   -1,019000;   15,065346;   -1,198000;
3692;   15,069450;   -1,082000;   15,069450;   -1,266000;
3693;   15,073527;   -1,145000;   15,073527;   -1,336000;
3694;   15,077637;   -1,207000;   15,077637;   -1,414000;
3695;   15,081739;   -1,270000;   15,081739;   -1,507000;
3696;   15,085843;   -1,332000;   15,085843;   -1,601000;
3697;   15,089923;   -1,394000;   15,089923;   -1,697000;
3698;   15,094032;   -1,456000;   15,094032;   -1,790000;
3699;   15,098109;   -1,517000;   15,098109;   -1,873000;
3700;   15,102216;   -1,578000;   15,102216;   -1,944000;
3701;   15,106291;   -1,639000;   15,106291;   -2,005000;
3702;   15,110399;   -1,700000;   15,110399;   -2,047000;
3703;   15,114501;   -1,760000;   15,114501;   -2,085000;
3704;   15,118607;   -1,820000;   15,118607;   -2,122000;
3705;   15,122687;   -1,880000;   15,122687;   -2,158000;
3706;   15,126785;   -1,939000;   15,126785;   -2,192000;
3707;   15,130889;   -1,999000;   15,130889;   -2,230000;
3708;   15,135005;   -2,058000;   15,135005;   -2,264000;
3709;   15,139058;   -2,115000;   15,139058;   -2,302000;
3710;   15,143160;   -2,174000;   15,143160;   -2,343000;
3711;   15,147263;   -2,232000;   15,147263;   -2,384000;
3712;   15,151349;   -2,289000;   15,151349;   -2,418000;
3713;   15,155475;   -2,346000;   15,155475;   -2,462000;
3714;   15,159555;   -2,403000;   15,159555;   -2,515000;
3715;   15,163661;   -2,459000;   15,163661;   -2,575000;
3716;   15,167741;   -2,515000;   15,167741;   -2,641000;
3717;   15,171842;   -2,570000;   15,171842;   -2,711000;
3718;   15,176001;   -2,626000;   15,176001;   -2,779000;
3719;   15,180039;   -2,680000;   15,180039;   -2,852000;
3720;   15,184111;   -2,733000;   15,184111;   -2,927000;
3721;   15,188213;   -2,787000;   15,188213;   -2,998000;
3722;   15,192315;   -2,840000;   15,192315;   -3,055000;
3723;   15,196395;   -2,893000;   15,196395;   -3,103000;
3724;   15,200504;   -2,945000;   15,200504;   -3,141000;
3725;   15,204606;   -2,997000;   15,204606;   -3,166000;
3726;   15,208710;   -3,049000;   15,208710;   -3,191000;
3727;   15,212788;   -3,099000;   15,212788;   -3,219000;
3728;   15,216890;   -3,149000;   15,216890;   -3,250000;
3729;   15,221000;   -3,199000;   15,221000;   -3,277000;
3730;   15,225083;   -3,248000;   15,225083;   -3,314000;
3731;   15,229187;   -3,297000;   15,229187;   -3,358000;
3732;   15,233265;   -3,345000;   15,233265;   -3,413000;
3733;   15,237368;   -3,392000;   15,237368;   -3,463000;
3734;   15,241450;   -3,439000;   15,241450;   -3,526000;
3735;   15,245557;   -3,486000;   15,245557;   -3,595000;
3736;   15,249657;   -3,532000;   15,249657;   -3,671000;
3737;   15,253759;   -3,577000;   15,253759;   -3,738000;
3738;   15,257880;   -3,622000;   15,257880;   -3,808000;
3739;   15,262000;   -3,666000;   15,262000;   -3,872000;
3740;   15,266030;   -3,709000;   15,266030;   -3,931000;
3741;   15,270133;   -3,752000;   15,270133;   -3,976000;
3742;   15,274242;   -3,794000;   15,274242;   -4,008000;
3743;   15,278316;   -3,836000;   15,278316;   -4,039000;
3744;   15,282426;   -3,877000;   15,282426;   -4,073000;
