;;;;;;Nacelle NC10...
;;;;;;- Tableau des résultats -
 n° point;Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);
2004;    8,180377;    2,684000;    8,180377;    1,567000;
2005;    8,184482;    2,738000;    8,184482;    1,574000;
2006;    8,188588;    2,792000;    8,188588;    1,574000;
2007;    8,192665;    2,845000;    8,192665;    1,573000;
2008;    8,196768;    2,898000;    8,196768;    1,571000;
2009;    8,200872;    2,950000;    8,200872;    1,576000;
2010;    8,204977;    3,002000;    8,204977;    1,581000;
2011;    8,209091;    3,053000;    8,209091;    1,597000;
2012;    8,213169;    3,104000;    8,213169;    1,620000;
2013;    8,217274;    3,154000;    8,217274;    1,649000;
2014;    8,221349;    3,203000;    8,221349;    1,676000;
2015;    8,225455;    3,253000;    8,225455;    1,709000;
2016;    8,229569;    3,301000;    8,229569;    1,745000;
2017;    8,233642;    3,349000;    8,233642;    1,782000;
2018;    8,237741;    3,397000;    8,237741;    1,813000;
2019;    8,241849;    3,444000;    8,241849;    1,838000;
2020;    8,245963;    3,490000;    8,245963;    1,863000;
2021;    8,250088;    3,537000;    8,250088;    1,885000;
2022;    8,254148;    3,581000;    8,254148;    1,906000;
2023;    8,258237;    3,626000;    8,258237;    1,929000;
2024;    8,262325;    3,670000;    8,262325;    1,959000;
2025;    8,266430;    3,713000;    8,266430;    1,991000;
2026;    8,270533;    3,756000;    8,270533;    2,022000;
2027;    8,274612;    3,798000;    8,274612;    2,063000;
2028;    8,278715;    3,840000;    8,278715;    2,117000;
2029;    8,282817;    3,881000;    8,282817;    2,176000;
2030;    8,286904;    3,921000;    8,286904;    2,229000;
2031;    8,290999;    3,960000;    8,290999;    2,272000;
2032;    8,295087;    3,999000;    8,295087;    2,298000;
2033;    8,299197;    4,038000;    8,299197;    2,317000;
2034;    8,303299;    4,075000;    8,303299;    2,327000;
2035;    8,307383;    4,112000;    8,307383;    2,333000;
2036;    8,311483;    4,148000;    8,311483;    2,330000;
2037;    8,315587;    4,184000;    8,315587;    2,321000;
2038;    8,319691;    4,219000;    8,319691;    2,322000;
2039;    8,323742;    4,253000;    8,323742;    2,336000;
2040;    8,327843;    4,286000;    8,327843;    2,362000;
2041;    8,331948;    4,319000;    8,331948;    2,393000;
2042;    8,336088;    4,352000;    8,336088;    2,431000;
2043;    8,340142;    4,383000;    8,340142;    2,473000;
2044;    8,344246;    4,413000;    8,344246;    2,521000;
2045;    8,348354;    4,443000;    8,348354;    2,569000;
2046;    8,352430;    4,472000;    8,352430;    2,610000;
2047;    8,356546;    4,501000;    8,356546;    2,637000;
2048;    8,360607;    4,528000;    8,360607;    2,665000;
2049;    8,364714;    4,555000;    8,364714;    2,697000;
2050;    8,368821;    4,581000;    8,368821;    2,728000;
2051;    8,372919;    4,607000;    8,372919;    2,752000;
2052;    8,377003;    4,631000;    8,377003;    2,772000;
2053;    8,381118;    4,655000;    8,381118;    2,784000;
2054;    8,385195;    4,678000;    8,385195;    2,786000;
2055;    8,389296;    4,701000;    8,389296;    2,783000;
2056;    8,393400;    4,722000;    8,393400;    2,779000;
2057;    8,397479;    4,743000;    8,397479;    2,782000;
2058;    8,401582;    4,763000;    8,401582;    2,786000;
2059;    8,405685;    4,782000;    8,405685;    2,793000;
2060;    8,409765;    4,800000;    8,409765;    2,800000;
2061;    8,413874;    4,818000;    8,413874;    2,809000;
2062;    8,417973;    4,835000;    8,417973;    2,818000;
2063;    8,422083;    4,851000;    8,422083;    2,828000;
2064;    8,426140;    4,866000;    8,426140;    2,836000;
2065;    8,430246;    4,880000;    8,430246;    2,842000;
2066;    8,434349;    4,894000;    8,434349;    2,860000;
2067;    8,438451;    4,907000;    8,438451;    2,892000;
2068;    8,442531;    4,919000;    8,442531;    2,936000;
2069;    8,446633;    4,930000;    8,446633;    2,979000;
2070;    8,450739;    4,940000;    8,450739;    3,024000;
2071;    8,454834;    4,950000;    8,454834;    3,062000;
2072;    8,458922;    4,958000;    8,458922;    3,095000;
2073;    8,463084;    4,966000;    8,463084;    3,119000;
2074;    8,467121;    4,973000;    8,467121;    3,132000;
2075;    8,471217;    4,980000;    8,471217;    3,134000;
2076;    8,475298;    4,985000;    8,475298;    3,123000;
2077;    8,479400;    4,990000;    8,479400;    3,103000;
2078;    8,483505;    4,993000;    8,483505;    3,077000;
2079;    8,487582;    4,996000;    8,487582;    3,052000;
2080;    8,491684;    4,998000;    8,491684;    3,032000;
2081;    8,495794;    5,000000;    8,495794;    3,024000;
2082;    8,499877;    5,000000;    8,499877;    3,025000;
2083;    8,503973;    5,000000;    8,503973;    3,037000;
2084;    8,508080;    4,998000;    8,508080;    3,052000;
2085;    8,512167;    4,996000;    8,512167;    3,070000;
2086;    8,516272;    4,993000;    8,516272;    3,082000;
2087;    8,520346;    4,990000;    8,520346;    3,090000;
2088;    8,524450;    4,985000;    8,524450;    3,092000;
2089;    8,528560;    4,980000;    8,528560;    3,091000;
2090;    8,532636;    4,974000;    8,532636;    3,087000;
2091;    8,536742;    4,967000;    8,536742;    3,082000;
2092;    8,540840;    4,959000;    8,540840;    3,075000;
2093;    8,544930;    4,950000;    8,544930;    3,067000;
2094;    8,549085;    4,941000;    8,549085;    3,061000;
2095;    8,553162;    4,930000;    8,553162;    3,056000;
2096;    8,557236;    4,919000;    8,557236;    3,055000;
2097;    8,561327;    4,907000;    8,561327;    3,057000;
2098;    8,565434;    4,895000;    8,565434;    3,063000;
2099;    8,569503;    4,881000;    8,569503;    3,071000;
2100;    8,573605;    4,867000;    8,573605;    3,080000;
2101;    8,577715;    4,852000;    8,577715;    3,086000;
2102;    8,581791;    4,836000;    8,581791;    3,087000;
2103;    8,585892;    4,819000;    8,585892;    3,084000;
2104;    8,589995;    4,801000;    8,589995;    3,076000;
2105;    8,594080;    4,783000;    8,594080;    3,068000;
2106;    8,598192;    4,764000;    8,598192;    3,061000;
2107;    8,602270;    4,744000;    8,602270;    3,057000;
2108;    8,606370;    4,723000;    8,606370;    3,042000;
2109;    8,610473;    4,702000;    8,610473;    3,014000;
2110;    8,614590;    4,679000;    8,614590;    2,976000;
2111;    8,618663;    4,657000;    8,618663;    2,941000;
2112;    8,622738;    4,633000;    8,622738;    2,907000;
2113;    8,626840;    4,608000;    8,626840;    2,884000;
2114;    8,630947;    4,583000;    8,630947;    2,873000;
2115;    8,635083;    4,556000;    8,635083;    2,874000;
2116;    8,639137;    4,530000;    8,639137;    2,887000;
2117;    8,643309;    4,502000;    8,643309;    2,900000;
2118;    8,647332;    4,474000;    8,647332;    2,909000;
2119;    8,651425;    4,445000;    8,651425;    2,909000;
2120;    8,655551;    4,415000;    8,655551;    2,906000;
2121;    8,659619;    4,384000;    8,659619;    2,899000;
2122;    8,663712;    4,353000;    8,663712;    2,888000;
2123;    8,667813;    4,321000;    8,667813;    2,876000;
2124;    8,671889;    4,289000;    8,671889;    2,851000;
2125;    8,675995;    4,255000;    8,675995;    2,811000;
2126;    8,680082;    4,221000;    8,680082;    2,761000;
2127;    8,684190;    4,186000;    8,684190;    2,713000;
2128;    8,688269;    4,151000;    8,688269;    2,673000;
2129;    8,692376;    4,114000;    8,692376;    2,648000;
2130;    8,696454;    4,078000;    8,696454;    2,628000;
2131;    8,700554;    4,040000;    8,700554;    2,618000;
2132;    8,704655;    4,002000;    8,704655;    2,612000;
2133;    8,708733;    3,963000;    8,708733;    2,615000;
2134;    8,712843;    3,923000;    8,712843;    2,622000;
2135;    8,716947;    3,883000;    8,716947;    2,619000;
2136;    8,721080;    3,842000;    8,721080;    2,603000;
2137;    8,725113;    3,801000;    8,725113;    2,574000;
2138;    8,729217;    3,759000;    8,729217;    2,542000;
2139;    8,733321;    3,716000;    8,733321;    2,507000;
2140;    8,737399;    3,673000;    8,737399;    2,470000;
2141;    8,741503;    3,629000;    8,741503;    2,428000;
2142;    8,745606;    3,584000;    8,745606;    2,392000;
2143;    8,749685;    3,539000;    8,749685;    2,363000;
2144;    8,753792;    3,493000;    8,753792;    2,346000;
2145;    8,755811;    3,470000;    8,755811;    2,329000;
2146;    8,758789;    3,437000;    8,758789;    2,311000;
2147;    8,766084;    3,352000;    8,766084;    2,290000;
2148;    8,768073;    3,329000;    8,768073;    2,275000;
2149;    8,771082;    3,294000;    8,771082;    2,252000;
2150;    8,774266;    3,256000;    8,774266;    2,223000;
2151;    8,778345;    3,207000;    8,778345;    2,191000;
2152;    8,782447;    3,157000;    8,782447;    2,163000;
2153;    8,786558;    3,107000;    8,786558;    2,130000;
2154;    8,790632;    3,057000;    8,790632;    2,094000;
2155;    8,794735;    3,005000;    8,794735;    2,062000;
2156;    8,798838;    2,954000;    8,798838;    2,037000;
2157;    8,802919;    2,902000;    8,802919;    2,014000;
2158;    8,807078;    2,848000;    8,807078;    1,995000;
2159;    8,811121;    2,796000;    8,811121;    1,979000;
2160;    8,815214;    2,742000;    8,815214;    1,970000;
2161;    8,819329;    2,688000;    8,819329;    1,961000;
2162;    8,823419;    2,634000;    8,823419;    1,951000;
2163;    8,827502;    2,579000;    8,827502;    1,944000;
2164;    8,831582;    2,524000;    8,831582;    1,935000;
2165;    8,835681;    2,468000;    8,835681;    1,926000;
2166;    8,839788;    2,412000;    8,839788;    1,915000;
2167;    8,843891;    2,355000;    8,843891;    1,906000;
2168;    8,848009;    2,298000;    8,848009;    1,892000;
2169;    8,852083;    2,241000;    8,852083;    1,877000;
2170;    8,856177;    2,183000;    8,856177;    1,863000;
2171;    8,860265;    2,125000;    8,860265;    1,845000;
2172;    8,864371;    2,067000;    8,864371;    1,821000;
2173;    8,868451;    2,008000;    8,868451;    1,795000;
2174;    8,872551;    1,949000;    8,872551;    1,773000;
2175;    8,876659;    1,889000;    8,876659;    1,745000;
2176;    8,880762;    1,829000;    8,880762;    1,716000;
2177;    8,884837;    1,770000;    8,884837;    1,684000;
2178;    8,888938;    1,709000;    8,888938;    1,642000;
2179;    8,893077;    1,648000;    8,893077;    1,587000;
2180;    8,897134;    1,588000;    8,897134;    1,527000;
2181;    8,901213;    1,527000;    8,901213;    1,464000;
2182;    8,905317;    1,465000;    8,905317;    1,395000;
2183;    8,909422;    1,404000;    8,909422;    1,331000;
2184;    8,913525;    1,342000;    8,913525;    1,262000;
2185;    8,917603;    1,280000;    8,917603;    1,190000;
2186;    8,921709;    1,217000;    8,921709;    1,118000;
2187;    8,925809;    1,155000;    8,925809;    1,048000;
2188;    8,929890;    1,092000;    8,929890;    0,976000;
2189;    8,933998;    1,029000;    8,933998;    0,915000;
2190;    8,938107;    0,966000;    8,938107;    0,853000;
2191;    8,942189;    0,903000;    8,942189;    0,790000;
2192;    8,946264;    0,840000;    8,946264;    0,729000;
2193;    8,950370;    0,776000;    8,950370;    0,677000;
2194;    8,954491;    0,712000;    8,954491;    0,622000;
2195;    8,958576;    0,649000;    8,958576;    0,568000;
2196;    8,962655;    0,585000;    8,962655;    0,515000;
2197;    8,966757;    0,521000;    8,966757;    0,459000;
2198;    8,970862;    0,457000;    8,970862;    0,395000;
2199;    8,974966;    0,393000;    8,974966;    0,330000;
2200;    8,979079;    0,328000;    8,979079;    0,260000;
2201;    8,983135;    0,265000;    8,983135;    0,185000;
2202;    8,987238;    0,200000;    8,987238;    0,108000;
2203;    8,991343;    0,136000;    8,991343;    0,020000;
2204;    8,995420;    0,072000;    8,995420;   -0,076000;
2205;    8,999524;    0,007000;    8,999524;   -0,178000;
2206;    9,003627;   -0,057000;    9,003627;   -0,285000;
2207;    9,007709;   -0,121000;    9,007709;   -0,399000;
2208;    9,011819;   -0,186000;    9,011819;   -0,508000;
2209;    9,015914;   -0,250000;    9,015914;   -0,606000;
2210;    9,020002;   -0,314000;    9,020002;   -0,689000;
2211;    9,024109;   -0,378000;    9,024109;   -0,753000;
2212;    9,028187;   -0,442000;    9,028187;   -0,810000;
2213;    9,032290;   -0,506000;    9,032290;   -0,862000;
2214;    9,036399;   -0,571000;    9,036399;   -0,910000;
2215;    9,040471;   -0,634000;    9,040471;   -0,951000;
2216;    9,044573;   -0,698000;    9,044573;   -0,990000;
2217;    9,048691;   -0,762000;    9,048691;   -1,020000;
2218;    9,052786;   -0,825000;    9,052786;   -1,055000;
2219;    9,056882;   -0,889000;    9,056882;   -1,097000;
2220;    9,060969;   -0,952000;    9,060969;   -1,147000;
2221;    9,065080;   -1,015000;    9,065080;   -1,206000;
2222;    9,069160;   -1,078000;    9,069160;   -1,275000;
2223;    9,073236;   -1,140000;    9,073236;   -1,344000;
2224;    9,077340;   -1,203000;    9,077340;   -1,425000;
2225;    9,081448;   -1,265000;    9,081448;   -1,516000;
2226;    9,085527;   -1,327000;    9,085527;   -1,609000;
2227;    9,089629;   -1,389000;    9,089629;   -1,704000;
2228;    9,093729;   -1,451000;    9,093729;   -1,797000;
2229;    9,097844;   -1,513000;    9,097844;   -1,882000;
2230;    9,101913;   -1,574000;    9,101913;   -1,957000;
2231;    9,106075;   -1,636000;    9,106075;   -2,023000;
2232;    9,110105;   -1,695000;    9,110105;   -2,068000;
2233;    9,114212;   -1,756000;    9,114212;   -2,111000;
2234;    9,118290;   -1,816000;    9,118290;   -2,151000;
2235;    9,122393;   -1,876000;    9,122393;   -2,188000;
2236;    9,126499;   -1,935000;    9,126499;   -2,221000;
2237;    9,130582;   -1,994000;    9,130582;   -2,257000;
2238;    9,134680;   -2,053000;    9,134680;   -2,290000;
2239;    9,138781;   -2,112000;    9,138781;   -2,325000;
2240;    9,142903;   -2,170000;    9,142903;   -2,364000;
2241;    9,146971;   -2,227000;    9,146971;   -2,402000;
2242;    9,151077;   -2,285000;    9,151077;   -2,433000;
2243;    9,155182;   -2,342000;    9,155182;   -2,474000;
2244;    9,159264;   -2,399000;    9,159264;   -2,526000;
2245;    9,163367;   -2,455000;    9,163367;   -2,585000;
2246;    9,167447;   -2,511000;    9,167447;   -2,651000;
2247;    9,171557;   -2,566000;    9,171557;   -2,725000;
2248;    9,175655;   -2,621000;    9,175655;   -2,798000;
2249;    9,179730;   -2,676000;    9,179730;   -2,875000;
2250;    9,183834;   -2,730000;    9,183834;   -2,956000;
2251;    9,187940;   -2,784000;    9,187940;   -3,031000;
2252;    9,192076;   -2,837000;    9,192076;   -3,091000;
2253;    9,196132;   -2,890000;    9,196132;   -3,141000;
2254;    9,200210;   -2,942000;    9,200210;   -3,180000;
2255;    9,204312;   -2,993000;    9,204312;   -3,205000;
2256;    9,208390;   -3,045000;    9,208390;   -3,216000;
2257;    9,212501;   -3,095000;    9,212501;   -3,226000;
2258;    9,216603;   -3,146000;    9,216603;   -3,239000;
2259;    9,220705;   -3,196000;    9,220705;   -3,256000;
2260;    9,224781;   -3,245000;    9,224781;   -3,285000;
2261;    9,228890;   -3,293000;    9,228890;   -3,328000;
2262;    9,232994;   -3,342000;    9,232994;   -3,383000;
2263;    9,237074;   -3,389000;    9,237074;   -3,441000;
2264;    9,241181;   -3,436000;    9,241181;   -3,513000;
2265;    9,245261;   -3,483000;    9,245261;   -3,595000;
2266;    9,249368;   -3,529000;    9,249368;   -3,688000;
2267;    9,253486;   -3,574000;    9,253486;   -3,772000;
2268;    9,257565;   -3,619000;    9,257565;   -3,858000;
2269;    9,261652;   -3,663000;    9,261652;   -3,934000;
2270;    9,265755;   -3,706000;    9,265755;   -4,003000;
2271;    9,269836;   -3,749000;    9,269836;   -4,052000;
2272;    9,273934;   -3,791000;    9,273934;   -4,083000;
2273;    9,278088;   -3,833000;    9,278088;   -4,108000;
2274;    9,282131;   -3,874000;    9,282131;   -4,135000;
2275;    9,286235;   -3,914000;    9,286235;   -4,165000;
2276;    9,290312;   -3,954000;    9,290312;   -4,186000;
2277;    9,294414;   -3,993000;    9,294414;   -4,214000;
2278;    9,298523;   -4,031000;    9,298523;   -4,242000;
2279;    9,302624;   -4,069000;    9,302624;   -4,275000;
2280;    9,306703;   -4,106000;    9,306703;   -4,301000;
2281;    9,310807;   -4,143000;    9,310807;   -4,329000;
2282;    9,314918;   -4,178000;    9,314918;   -4,365000;
2283;    9,318988;   -4,213000;    9,318988;   -4,419000;
2284;    9,323107;   -4,248000;    9,323107;   -4,481000;
2285;    9,327184;   -4,281000;    9,327184;   -4,543000;
2286;    9,331269;   -4,314000;    9,331269;   -4,603000;
2287;    9,335390;   -4,346000;    9,335390;   -4,652000;
2288;    9,339467;   -4,377000;    9,339467;   -4,699000;
2289;    9,343573;   -4,408000;    9,343573;   -4,741000;
2290;    9,347652;   -4,438000;    9,347652;   -4,781000;
2291;    9,351754;   -4,467000;    9,351754;   -4,810000;
2292;    9,355877;   -4,496000;    9,355877;   -4,832000;
2293;    9,359959;   -4,524000;    9,359959;   -4,855000;
2294;    9,364074;   -4,551000;    9,364074;   -4,887000;
2295;    9,368157;   -4,577000;    9,368157;   -4,920000;
2296;    9,372232;   -4,603000;    9,372232;   -4,952000;
2297;    9,376336;   -4,627000;    9,376336;   -4,982000;
2298;    9,380448;   -4,651000;    9,380448;   -5,006000;
2299;    9,384547;   -4,675000;    9,384547;   -5,026000;
2300;    9,388647;   -4,697000;    9,388647;   -5,038000;
2301;    9,392752;   -4,719000;    9,392752;   -5,055000;
2302;    9,396838;   -4,740000;    9,396838;   -5,072000;
2303;    9,400940;   -4,760000;    9,400940;   -5,092000;
2304;    9,405071;   -4,779000;    9,405071;   -5,105000;
2305;    9,409132;   -4,798000;    9,409132;   -5,115000;
2306;    9,413235;   -4,815000;    9,413235;   -5,119000;
2307;    9,417312;   -4,832000;    9,417312;   -5,121000;
2308;    9,421441;   -4,848000;    9,421441;   -5,120000;
2309;    9,425518;   -4,864000;    9,425518;   -5,118000;
2310;    9,429632;   -4,878000;    9,429632;   -5,130000;
2311;    9,433708;   -4,892000;    9,433708;   -5,158000;
2312;    9,437804;   -4,905000;    9,437804;   -5,200000;
2313;    9,441911;   -4,917000;    9,441911;   -5,243000;
2314;    9,445987;   -4,928000;    9,445987;   -5,288000;
2315;    9,450103;   -4,939000;    9,450103;   -5,328000;
2316;    9,454183;   -4,948000;    9,454183;   -5,365000;
2317;    9,458307;   -4,957000;    9,458307;   -5,393000;
2318;    9,462388;   -4,965000;    9,462388;   -5,417000;
2319;    9,466466;   -4,972000;    9,466466;   -5,430000;
2320;    9,470576;   -4,979000;    9,470576;   -5,432000;
2321;    9,474676;   -4,984000;    9,474676;   -5,420000;
2322;    9,478754;   -4,989000;    9,478754;   -5,399000;
2323;    9,482857;   -4,993000;    9,482857;   -5,372000;
2324;    9,486961;   -4,996000;    9,486961;   -5,345000;
2325;    9,491071;   -4,998000;    9,491071;   -5,324000;
2326;    9,495154;   -4,999000;    9,495154;   -5,313000;
2327;    9,499258;   -5,000000;    9,499258;   -5,316000;
2328;    9,503364;   -5,000000;    9,503364;   -5,327000;
2329;    9,507440;   -4,999000;    9,507440;   -5,343000;
2330;    9,511516;   -4,997000;    9,511516;   -5,359000;
2331;    9,515628;   -4,994000;    9,515628;   -5,371000;
2332;    9,519731;   -4,990000;    9,519731;   -5,378000;
2333;    9,523839;   -4,986000;    9,523839;   -5,382000;
2334;    9,527908;   -4,981000;    9,527908;   -5,382000;
2335;    9,532073;   -4,975000;    9,532073;   -5,382000;
2336;    9,536104;   -4,968000;    9,536104;   -5,381000;
2337;    9,540204;   -4,960000;    9,540204;   -5,378000;
2338;    9,544308;   -4,952000;    9,544308;   -5,371000;
2339;    9,548388;   -4,942000;    9,548388;   -5,363000;
2340;    9,552491;   -4,932000;    9,552491;   -5,353000;
2341;    9,556611;   -4,921000;    9,556611;   -5,345000;
2342;    9,560677;   -4,909000;    9,560677;   -5,343000;
2343;    9,564782;   -4,897000;    9,564782;   -5,346000;
2344;    9,568882;   -4,883000;    9,568882;   -5,354000;
2345;    9,572958;   -4,869000;    9,572958;   -5,365000;
2346;    9,577069;   -4,854000;    9,577069;   -5,374000;
2347;    9,581180;   -4,838000;    9,581180;   -5,378000;
2348;    9,585258;   -4,822000;    9,585258;   -5,377000;
2349;    9,589359;   -4,804000;    9,589359;   -5,371000;
2350;    9,593436;   -4,786000;    9,593436;   -5,363000;
2351;    9,597546;   -4,767000;    9,597546;   -5,356000;
2352;    9,601652;   -4,747000;    9,601652;   -5,354000;
2353;    9,605727;   -4,727000;    9,605727;   -5,340000;
2354;    9,609826;   -4,705000;    9,609826;   -5,315000;
2355;    9,613936;   -4,683000;    9,613936;   -5,279000;
2356;    9,618070;   -4,660000;    9,618070;   -5,243000;
2357;    9,622192;   -4,636000;    9,622192;   -5,206000;
2358;    9,626231;   -4,612000;    9,626231;   -5,180000;
2359;    9,630394;   -4,586000;    9,630394;   -5,162000;
2360;    9,634480;   -4,560000;    9,634480;   -5,158000;
2361;    9,638548;   -4,534000;    9,638548;   -5,166000;
2362;    9,642617;   -4,506000;    9,642617;   -5,177000;
2363;    9,646709;   -4,478000;    9,646709;   -5,184000;
2364;    9,650807;   -4,449000;    9,650807;   -5,184000;
2365;    9,654907;   -4,420000;    9,654907;   -5,182000;
2366;    9,658993;   -4,389000;    9,658993;   -5,175000;
2367;    9,663073;   -4,358000;    9,663073;   -5,166000;
2368;    9,667180;   -4,326000;    9,667180;   -5,155000;
2369;    9,671290;   -4,293000;    9,671290;   -5,134000;
2370;    9,675358;   -4,260000;    9,675358;   -5,097000;
2371;    9,679468;   -4,226000;    9,679468;   -5,050000;
2372;    9,683561;   -4,191000;    9,683561;   -5,000000;
2373;    9,687649;   -4,156000;    9,687649;   -4,953000;
2374;    9,691842;   -4,119000;    9,691842;   -4,916000;
2375;    9,695923;   -4,082000;    9,695923;   -4,881000;
2376;    9,700005;   -4,045000;    9,700005;   -4,851000;
2377;    9,704077;   -4,007000;    9,704077;   -4,825000;
2378;    9,708129;   -3,969000;    9,708129;   -4,810000;
2379;    9,712231;   -3,929000;    9,712231;   -4,803000;
2380;    9,716334;   -3,889000;    9,716334;   -4,793000;
2381;    9,720418;   -3,848000;    9,720418;   -4,772000;
2382;    9,724516;   -3,807000;    9,724516;   -4,744000;
2383;    9,728600;   -3,765000;    9,728600;   -4,714000;
2384;    9,732699;   -3,722000;    9,732699;   -4,684000;
2385;    9,736806;   -3,679000;    9,736806;   -4,650000;
2386;    9,740881;   -3,635000;    9,740881;   -4,610000;
2387;    9,744983;   -3,591000;    9,744983;   -4,568000;
2388;    9,749101;   -3,546000;    9,749101;   -4,529000;
2389;    9,753180;   -3,500000;    9,753180;   -4,498000;
2390;    9,757301;   -3,454000;    9,757301;   -4,460000;
2391;    9,761383;   -3,407000;    9,761383;   -4,416000;
2392;    9,765468;   -3,360000;    9,765468;   -4,366000;
2393;    9,769570;   -3,312000;    9,769570;   -4,323000;
2394;    9,773673;   -3,263000;    9,773673;   -4,274000;
2395;    9,777749;   -3,214000;    9,777749;   -4,225000;
2396;    9,781853;   -3,165000;    9,781853;   -4,176000;
2397;    9,785960;   -3,114000;    9,785960;   -4,135000;
2398;    9,790067;   -3,064000;    9,790067;   -4,087000;
2399;    9,794149;   -3,013000;    9,794149;   -4,035000;
2400;    9,798229;   -2,961000;    9,798229;   -3,979000;
2401;    9,802332;   -2,909000;    9,802332;   -3,930000;
2402;    9,806440;   -2,856000;    9,806440;   -3,873000;
2403;    9,810516;   -2,804000;    9,810516;   -3,811000;
2404;    9,814620;   -2,750000;    9,814620;   -3,745000;
2405;    9,818722;   -2,696000;    9,818722;   -3,686000;
2406;    9,822826;   -2,642000;    9,822826;   -3,620000;
2407;    9,826901;   -2,587000;    9,826901;   -3,552000;
2408;    9,831069;   -2,531000;    9,831069;   -3,483000;
2409;    9,835099;   -2,476000;    9,835099;   -3,416000;
2410;    9,839201;   -2,420000;    9,839201;   -3,351000;
2411;    9,843285;   -2,363000;    9,843285;   -3,292000;
2412;    9,847386;   -2,306000;    9,847386;   -3,249000;
2413;    9,851488;   -2,249000;    9,851488;   -3,204000;
2414;    9,855581;   -2,191000;    9,855581;   -3,162000;
2415;    9,859668;   -2,134000;    9,859668;   -3,119000;
2416;    9,863753;   -2,075000;    9,863753;   -3,078000;
2417;    9,867853;   -2,017000;    9,867853;   -3,034000;
2418;    9,871952;   -1,958000;    9,871952;   -2,997000;
2419;    9,876077;   -1,898000;    9,876077;   -2,967000;
2420;    9,880124;   -1,839000;    9,880124;   -2,927000;
2421;    9,884253;   -1,778000;    9,884253;   -2,876000;
2422;    9,888331;   -1,718000;    9,888331;   -2,812000;
2423;    9,892439;   -1,658000;    9,892439;   -2,744000;
2424;    9,896519;   -1,597000;    9,896519;   -2,669000;
2425;    9,900617;   -1,536000;    9,900617;   -2,600000;
2426;    9,904694;   -1,475000;    9,904694;   -2,533000;
2427;    9,908804;   -1,413000;    9,908804;   -2,475000;
2428;    9,912903;   -1,351000;    9,912903;   -2,424000;
2429;    9,916984;   -1,289000;    9,916984;   -2,375000;
2430;    9,921095;   -1,227000;    9,921095;   -2,318000;
2431;    9,925174;   -1,165000;    9,925174;   -2,263000;
2432;    9,929280;   -1,102000;    9,929280;   -2,219000;
2433;    9,933381;   -1,039000;    9,933381;   -2,177000;
2434;    9,937464;   -0,976000;    9,937464;   -2,142000;
2435;    9,941566;   -0,913000;    9,941566;   -2,111000;
2436;    9,943569;   -0,882000;    9,943569;   -2,083000;
2437;    9,946564;   -0,835000;    9,946564;   -2,053000;
2438;    9,949755;   -0,786000;    9,949755;   -2,025000;
2439;    9,953824;   -0,723000;    9,953824;   -1,982000;
2440;    9,957943;   -0,659000;    9,957943;   -1,925000;
2441;    9,962066;   -0,594000;    9,962066;   -1,860000;
2442;    9,966122;   -0,531000;    9,966122;   -1,787000;
2443;    9,970227;   -0,467000;    9,970227;   -1,707000;
2444;    9,974329;   -0,403000;    9,974329;   -1,634000;
2445;    9,978408;   -0,339000;    9,978408;   -1,556000;
2446;    9,982513;   -0,275000;    9,982513;   -1,475000;
2447;    9,986594;   -0,211000;    9,986594;   -1,398000;
2448;    9,990697;   -0,146000;    9,990697;   -1,324000;
2449;    9,994798;   -0,082000;    9,994798;   -1,255000;
2450;    9,998889;   -0,017000;    9,998889;   -1,197000;
2451;   10,002986;    0,047000;   10,002986;   -1,145000;
2452;   10,007094;    0,111000;   10,007094;   -1,092000;
2453;   10,011172;    0,175000;   10,011172;   -1,044000;
2454;   10,015290;    0,240000;   10,015290;   -1,002000;
2455;   10,019355;    0,304000;   10,019355;   -0,973000;
2456;   10,023461;    0,368000;   10,023461;   -0,954000;
2457;   10,027566;    0,432000;   10,027566;   -0,935000;
2458;   10,031671;    0,497000;   10,031671;   -0,910000;
2459;   10,035757;    0,560000;   10,035757;   -0,882000;
2460;   10,039849;    0,624000;   10,039849;   -0,844000;
2461;   10,043955;    0,688000;   10,043955;   -0,790000;
2462;   10,048067;    0,752000;   10,048067;   -0,725000;
2463;   10,052147;    0,815000;   10,052147;   -0,647000;
2464;   10,056241;    0,879000;   10,056241;   -0,556000;
2465;   10,060327;    0,942000;   10,060327;   -0,459000;
2466;   10,064435;    1,005000;   10,064435;   -0,351000;
2467;   10,068515;    1,068000;   10,068515;   -0,232000;
2468;   10,072614;    1,131000;   10,072614;   -0,111000;
2469;   10,076718;    1,193000;   10,076718;    0,010000;
2470;   10,080803;    1,256000;   10,080803;    0,132000;
2471;   10,084900;    1,318000;   10,084900;    0,245000;
2472;   10,089066;    1,381000;   10,089066;    0,357000;
2473;   10,093093;    1,442000;   10,093093;    0,468000;
2474;   10,097202;    1,503000;   10,097202;    0,571000;
2475;   10,101278;    1,564000;   10,101278;    0,667000;
2476;   10,105379;    1,625000;   10,105379;    0,754000;
2477;   10,109482;    1,686000;   10,109482;    0,827000;
2478;   10,113567;    1,746000;   10,113567;    0,890000;
2479;   10,117666;    1,806000;   10,117666;    0,949000;
2480;   10,121768;    1,866000;   10,121768;    0,998000;
2481;   10,125853;    1,926000;   10,125853;    1,043000;
2482;   10,129958;    1,985000;   10,129958;    1,084000;
